Member_number,itemDescription,year,month,day,day_of_week
3601,whole milk,2015,1,4,6
3176,bottled beer,2015,5,25,0
2568,pork,2015,7,22,2
1856,root vegetables,2015,10,26,0
3859,canned beer,2015,9,30,2
1668,citrus fruit,2015,8,21,4
4499,pip fruit,2015,8,23,6
1753,root vegetables,2015,8,21,4
3829,tropical fruit,2015,6,25,3
4825,beef,2015,8,1,5
3694,chicken,2015,10,11,6
4147,citrus fruit,2015,2,1,6
2196,meat,2015,9,10,3
2229,cream cheese ,2015,5,22,4
4724,citrus fruit,2015,3,9,0
3066,specialty bar,2015,11,10,1
1120,meat,2015,8,6,3
4769,citrus fruit,2015,8,22,5
4711,frankfurter,2015,9,17,3
2391,citrus fruit,2015,6,22,0
1216,turkey,2015,4,3,4
3154,citrus fruit,2015,5,14,3
3911,sausage,2015,7,30,3
3111,newspapers,2015,10,15,3
1385,whole milk,2015,11,26,3
1158,yogurt,2015,3,21,5
2733,yogurt,2015,7,22,2
4999,bottled water,2015,12,26,5
2882,berries,2015,12,6,6
2590,packaged fruit/vegetables,2015,6,25,3
4249,frankfurter,2015,4,8,2
3012,nuts/prunes,2015,3,5,3
1533,citrus fruit,2015,7,11,5
1667,beef,2015,12,1,1
4323,whole milk,2015,5,13,2
2087,other vegetables,2015,2,22,6
1853,beef,2015,5,31,6
2157,fish,2015,10,29,3
1136,other vegetables,2015,10,29,3
2049,tropical fruit,2015,7,10,4
3122,coffee,2015,2,5,3
2245,sausage,2015,5,15,4
4746,meat,2015,10,18,6
4224,chicken,2015,2,24,1
4219,berries,2015,3,19,3
2641,frozen meals,2015,1,1,3
3173,whipped/sour cream,2015,7,25,5
2191,beef,2015,10,19,0
4212,chicken,2015,7,4,5
1902,chicken,2015,1,12,0
1347,beef,2015,3,27,4
1578,packaged fruit/vegetables,2015,6,23,1
1264,sugar,2015,11,23,0
4632,frankfurter,2015,9,30,2
3452,berries,2015,1,11,6
4822,bottled water,2015,10,2,4
3987,sausage,2015,6,18,3
1672,whole milk,2015,7,10,4
4864,ice cream,2015,1,12,0
3368,frankfurter,2015,9,3,3
1283,root vegetables,2015,9,22,1
4428,sausage,2015,6,28,6
2577,sausage,2015,10,25,6
1973,beef,2015,10,24,5
3284,fruit/vegetable juice,2015,1,23,4
1905,sugar,2015,5,19,1
2226,berries,2015,9,3,3
1932,yogurt,2015,4,9,3
4506,pork,2015,11,8,6
1843,bottled beer,2015,11,27,4
3973,curd,2015,7,27,0
1651,beef,2015,7,28,1
3997,pork,2015,12,10,3
4796,white bread,2015,8,25,1
1245,grapes,2015,9,24,3
3579,potato products,2015,8,17,0
4387,root vegetables,2015,10,2,4
2496,chicken,2015,6,29,0
3590,chicken,2015,3,28,5
2890,fish,2015,4,26,6
1401,canned beer,2015,1,27,1
3297,other vegetables,2015,5,21,3
2867,chicken,2015,12,23,2
1365,other vegetables,2015,5,20,2
2355,tropical fruit,2015,7,24,4
1170,whole milk,2015,3,19,3
3554,beef,2015,3,21,5
4171,sausage,2015,1,26,0
3963,whole milk,2015,9,17,3
3076,rolls/buns,2015,8,12,2
1629,citrus fruit,2015,5,17,6
1366,whole milk,2015,5,30,5
3677,pastry,2015,7,29,2
2844,tropical fruit,2015,5,21,3
4509,sliced cheese,2015,9,28,0
3245,soda,2015,11,5,3
2294,ham,2015,6,22,0
1234,salty snack,2015,11,20,4
3001,whole milk,2015,12,24,3
3587,root vegetables,2015,5,8,4
2700,soda,2015,1,22,3
3838,curd,2015,12,14,0
4045,bottled water,2015,12,22,1
1858,packaged fruit/vegetables,2015,4,25,5
2280,tropical fruit,2015,11,1,6
2454,ham,2015,6,4,3
4437,pork,2015,9,10,3
1685,beverages,2015,3,30,0
2349,sausage,2015,2,26,3
1463,sausage,2015,12,24,3
3470,root vegetables,2015,2,19,3
4914,whole milk,2015,11,29,6
2448,frankfurter,2015,8,31,0
3387,soda,2015,10,5,0
3167,soda,2015,4,11,5
3175,frankfurter,2015,3,17,1
2678,berries,2015,9,21,0
4627,canned beer,2015,12,18,4
1773,frankfurter,2015,10,17,5
3100,frankfurter,2015,5,23,5
3232,berries,2015,5,29,4
3673,frankfurter,2015,12,8,1
4068,newspapers,2015,11,19,3
2340,frozen fish,2015,7,10,4
1930,tropical fruit,2015,1,3,5
3526,beef,2015,2,6,4
1617,rolls/buns,2015,10,2,4
1028,specialty chocolate,2015,11,7,5
4440,sparkling wine,2015,1,12,0
3554,citrus fruit,2015,7,23,3
1632,onions,2015,12,15,1
1429,whole milk,2015,7,2,3
1225,photo/film,2015,5,20,2
2509,hamburger meat,2015,7,15,2
4945,other vegetables,2015,2,8,6
4342,whole milk,2015,3,18,2
1832,pork,2015,9,28,0
1518,tropical fruit,2015,6,21,6
1512,chicken,2015,9,20,6
4818,other vegetables,2015,3,20,4
4686,sausage,2015,8,19,2
4986,whole milk,2015,1,2,4
2755,rolls/buns,2015,6,2,1
4532,hygiene articles,2015,11,29,6
2070,ice cream,2015,8,16,6
1894,curd,2015,9,5,5
3473,whole milk,2015,1,25,6
2140,onions,2015,9,28,0
3286,finished products,2015,12,23,2
4729,salt,2015,8,4,1
3204,tropical fruit,2015,2,20,4
1574,other vegetables,2015,4,18,5
3361,chocolate,2015,7,22,2
1776,ice cream,2015,2,25,2
2009,tropical fruit,2015,11,10,1
3479,frankfurter,2015,3,24,1
2394,butter,2015,11,22,6
1337,other vegetables,2015,12,25,4
3574,tropical fruit,2015,6,13,5
1727,citrus fruit,2015,7,18,5
1016,UHT-milk,2015,5,10,6
4326,beef,2015,1,21,2
2212,curd,2015,9,22,1
1990,citrus fruit,2015,1,8,3
3836,yogurt,2015,6,12,4
4560,bottled beer,2015,1,7,2
1119,grapes,2015,4,2,3
1379,pork,2015,5,18,0
1658,sausage,2015,3,9,0
2948,frankfurter,2015,6,16,1
1273,artif. sweetener,2015,4,5,6
1155,frankfurter,2015,12,27,6
1672,pip fruit,2015,5,2,5
3841,frankfurter,2015,2,4,2
1683,whole milk,2015,8,20,3
1774,domestic eggs,2015,7,8,2
4441,packaged fruit/vegetables,2015,6,17,2
1929,chicken,2015,2,5,3
1273,pork,2015,1,31,5
2920,citrus fruit,2015,11,10,1
2467,light bulbs,2015,4,18,5
2678,cream cheese ,2015,11,28,5
3423,sausage,2015,2,6,4
4223,citrus fruit,2015,7,19,6
2846,other vegetables,2015,9,23,2
4103,chicken,2015,7,26,6
4789,ice cream,2015,2,5,3
4916,pork,2015,2,26,3
2518,pork,2015,3,5,3
2622,onions,2015,7,3,4
4321,tropical fruit,2015,1,29,3
2050,whipped/sour cream,2015,6,28,6
2146,berries,2015,6,20,5
3938,berries,2015,5,26,1
1636,rolls/buns,2015,9,19,5
4694,ice cream,2015,7,29,2
2432,coffee,2015,7,7,1
4937,whole milk,2015,5,18,0
1293,whole milk,2015,1,3,5
2883,citrus fruit,2015,2,17,1
2267,beef,2015,1,30,4
3997,pork,2015,9,6,6
4792,turkey,2015,7,20,0
2292,margarine,2015,3,25,2
1018,butter milk,2015,5,23,5
4922,beef,2015,2,13,4
3151,bottled water,2015,9,25,4
2517,pip fruit,2015,4,7,1
1499,whole milk,2015,5,17,6
4993,chocolate,2015,1,21,2
1606,frankfurter,2015,11,11,2
2918,whole milk,2015,10,8,3
1815,sausage,2015,1,13,1
4524,grapes,2015,5,7,3
1395,brown bread,2015,11,6,4
3456,root vegetables,2015,6,16,1
1597,UHT-milk,2015,5,2,5
2315,onions,2015,2,5,3
4095,beef,2015,9,29,1
3680,pork,2015,11,24,1
2847,canned beer,2015,11,23,0
3426,yogurt,2015,10,25,6
4750,yogurt,2015,4,8,2
1384,pip fruit,2015,9,8,1
3120,meat,2015,9,8,1
1081,coffee,2015,4,25,5
1171,bottled water,2015,5,5,1
4932,bottled beer,2015,8,7,4
4189,sausage,2015,11,9,0
4455,shopping bags,2015,9,9,2
2928,pork,2015,11,2,0
4817,frankfurter,2015,3,18,2
4257,ice cream,2015,6,28,6
4254,root vegetables,2015,7,20,0
4071,sausage,2015,9,19,5
2109,sausage,2015,10,28,2
1412,root vegetables,2015,5,7,3
4088,canned vegetables,2015,9,23,2
4056,tropical fruit,2015,10,20,1
4441,grapes,2015,5,5,1
4363,whole milk,2015,1,7,2
2107,frankfurter,2015,11,27,4
2941,dessert,2015,2,23,0
1497,shopping bags,2015,7,26,6
2211,butter,2015,1,1,3
3510,frankfurter,2015,2,1,6
4074,pork,2015,5,27,2
3190,whole milk,2015,11,21,5
2297,brown bread,2015,1,3,5
3311,frozen fish,2015,1,7,2
3085,soda,2015,1,21,2
3693,whole milk,2015,11,16,0
4859,pork,2015,7,7,1
2125,whipped/sour cream,2015,6,25,3
2261,frankfurter,2015,4,4,5
3679,grapes,2015,11,27,4
4165,sausage,2015,8,18,1
3538,citrus fruit,2015,1,3,5
3913,ham,2015,2,19,3
2336,chewing gum,2015,4,14,1
3549,beef,2015,1,8,3
4434,beef,2015,9,21,0
2854,other vegetables,2015,8,2,6
3413,frankfurter,2015,8,2,6
1780,canned fish,2015,10,13,1
2899,sausage,2015,6,9,1
2106,bottled water,2015,8,13,3
3929,specialty cheese,2015,7,30,3
3857,bottled water,2015,1,10,5
4459,bottled water,2015,12,18,4
4551,chicken,2015,7,28,1
4042,frankfurter,2015,12,17,3
2599,chicken,2015,6,5,4
1045,chicken,2015,11,25,2
4677,butter,2015,1,24,5
1580,citrus fruit,2015,6,14,6
3269,whipped/sour cream,2015,7,10,4
4368,frankfurter,2015,1,29,3
1111,beef,2015,11,20,4
4841,chicken,2015,9,13,6
3047,sausage,2015,7,9,3
4349,citrus fruit,2015,3,14,5
3580,ice cream,2015,11,24,1
2370,specialty chocolate,2015,7,18,5
3094,frankfurter,2015,6,28,6
1146,pork,2015,12,9,2
2287,UHT-milk,2015,12,16,2
3911,UHT-milk,2015,8,23,6
4891,cookware,2015,4,19,6
4837,citrus fruit,2015,2,12,3
4464,sausage,2015,10,21,2
2940,frankfurter,2015,10,18,6
4972,citrus fruit,2015,6,2,1
4890,ham,2015,3,7,5
4295,ham,2015,7,17,4
2729,bottled water,2015,9,24,3
1125,popcorn,2015,11,19,3
1850,tropical fruit,2015,11,1,6
2928,frankfurter,2015,9,22,1
3717,hamburger meat,2015,5,30,5
3809,soda,2015,3,24,1
3437,sausage,2015,2,2,0
1481,yogurt,2015,1,17,5
1050,meat,2015,4,5,6
2918,red/blush wine,2015,3,16,0
4499,UHT-milk,2015,8,8,5
4117,brown bread,2015,6,1,0
1630,semi-finished bread,2015,5,22,4
3715,whole milk,2015,11,5,3
3512,cat food,2015,11,17,1
1197,citrus fruit,2015,4,27,0
3958,citrus fruit,2015,4,3,4
4890,meat,2015,9,14,0
3112,rolls/buns,2015,5,19,1
4502,root vegetables,2015,11,22,6
4719,tropical fruit,2015,1,6,1
1516,brown bread,2015,1,28,2
4281,shopping bags,2015,10,18,6
1566,grapes,2015,4,30,3
4641,ham,2015,11,29,6
2561,root vegetables,2015,2,26,3
2344,ice cream,2015,12,17,3
2643,tropical fruit,2015,4,21,1
3236,finished products,2015,9,4,4
4863,dessert,2015,12,30,2
2264,sparkling wine,2015,12,1,1
3168,other vegetables,2015,3,20,4
1282,misc. beverages,2015,11,18,2
2832,other vegetables,2015,2,11,2
3067,misc. beverages,2015,11,27,4
1847,dessert,2015,4,17,4
3525,frankfurter,2015,2,14,5
1231,sausage,2015,10,14,2
3471,meat,2015,3,28,5
2421,sausage,2015,11,22,6
4092,onions,2015,6,14,6
1577,beef,2015,3,16,0
3463,pip fruit,2015,6,13,5
3518,ham,2015,1,8,3
4325,yogurt,2015,10,14,2
4947,citrus fruit,2015,11,18,2
2194,other vegetables,2015,11,1,6
2868,pork,2015,3,20,4
3211,bathroom cleaner,2015,9,30,2
4537,ham,2015,1,1,3
2243,grapes,2015,9,15,1
2399,pastry,2015,1,21,2
4133,citrus fruit,2015,1,22,3
2937,photo/film,2015,6,17,2
1029,dessert,2015,3,14,5
4384,citrus fruit,2015,9,22,1
3756,soda,2015,7,22,2
1646,chewing gum,2015,6,19,4
3066,root vegetables,2015,11,30,0
1259,pork,2015,11,27,4
2245,turkey,2015,1,28,2
3289,tropical fruit,2015,1,3,5
3742,sausage,2015,8,22,5
4537,sausage,2015,9,4,4
4531,pork,2015,9,29,1
3764,sausage,2015,5,10,6
1581,grapes,2015,8,13,3
2859,grapes,2015,11,2,0
2175,other vegetables,2015,6,3,2
1301,pot plants,2015,3,11,2
3465,bottled water,2015,1,11,6
2203,prosecco,2015,6,27,5
2113,UHT-milk,2015,8,16,6
3072,bottled water,2015,1,26,0
2805,rolls/buns,2015,8,17,0
2511,specialty chocolate,2015,7,14,1
2120,beef,2015,1,26,0
2346,tropical fruit,2015,4,24,4
2071,beef,2015,10,14,2
2610,rolls/buns,2015,2,26,3
3489,berries,2015,11,18,2
3458,sausage,2015,8,13,3
4869,chicken,2015,6,2,1
2580,sausage,2015,11,4,2
3305,shopping bags,2015,6,24,2
3811,canned beer,2015,6,24,2
1782,soda,2015,8,16,6
3050,yogurt,2015,7,4,5
4924,rolls/buns,2015,9,14,0
1480,rolls/buns,2015,11,21,5
3508,whole milk,2015,8,15,5
2545,citrus fruit,2015,11,18,2
3638,citrus fruit,2015,6,6,5
3971,brown bread,2015,12,30,2
4536,tropical fruit,2015,6,4,3
2707,frankfurter,2015,12,6,6
1382,coffee,2015,9,29,1
4648,ham,2015,9,14,0
2699,other vegetables,2015,4,18,5
3119,sausage,2015,5,2,5
4695,pork,2015,9,9,2
4778,citrus fruit,2015,8,24,0
3451,tropical fruit,2015,4,26,6
2221,other vegetables,2015,12,16,2
4217,pork,2015,11,23,0
1334,chicken,2015,7,6,0
2499,root vegetables,2015,11,22,6
3585,citrus fruit,2015,7,21,1
3161,fruit/vegetable juice,2015,8,11,1
2434,beef,2015,6,6,5
4448,frankfurter,2015,6,1,0
4597,frankfurter,2015,7,13,0
4584,beef,2015,9,10,3
1606,ham,2015,10,3,5
3323,shopping bags,2015,12,11,4
1308,pork,2015,3,14,5
1331,condensed milk,2015,7,10,4
2386,chicken,2015,1,30,4
3910,sausage,2015,2,28,5
4274,bottled beer,2015,1,8,3
3101,chicken,2015,1,21,2
4416,finished products,2015,12,23,2
2375,pork,2015,9,12,5
1819,root vegetables,2015,9,9,2
3981,domestic eggs,2015,2,10,1
3553,domestic eggs,2015,1,6,1
3846,bottled water,2015,1,28,2
3037,cling film/bags,2015,2,23,0
3469,other vegetables,2015,9,2,2
1601,whole milk,2015,9,12,5
4040,sausage,2015,3,3,1
3926,sausage,2015,7,6,0
4201,tropical fruit,2015,10,14,2
4274,frankfurter,2015,9,30,2
2665,frozen potato products,2015,4,13,0
3153,frankfurter,2015,8,10,0
2691,frankfurter,2015,7,9,3
4022,chicken,2015,7,31,4
3716,tropical fruit,2015,10,11,6
4537,bottled beer,2015,12,10,3
4875,citrus fruit,2015,11,6,4
3822,hamburger meat,2015,9,25,4
3609,chicken,2015,12,12,5
4428,pork,2015,8,23,6
3947,rolls/buns,2015,4,16,3
2448,bottled water,2015,8,17,0
2688,sausage,2015,11,4,2
3764,frozen potato products,2015,7,24,4
4523,frankfurter,2015,8,24,0
3698,sausage,2015,8,30,6
3898,tropical fruit,2015,8,21,4
1761,bottled beer,2015,2,10,1
2689,bottled beer,2015,11,1,6
1627,rolls/buns,2015,11,4,2
4629,citrus fruit,2015,11,16,0
2790,yogurt,2015,12,30,2
4496,turkey,2015,1,23,4
1934,soda,2015,2,27,4
2513,canned beer,2015,12,2,2
3298,canned beer,2015,1,28,2
4214,sausage,2015,3,20,4
2480,pork,2015,8,14,4
4962,Instant food products,2015,3,29,6
3960,frankfurter,2015,6,20,5
2074,oil,2015,1,23,4
2625,chicken,2015,3,10,1
1557,beef,2015,4,8,2
2007,dessert,2015,8,28,4
2120,pork,2015,7,10,4
4289,curd,2015,8,9,6
2356,chicken,2015,1,31,5
4301,whipped/sour cream,2015,9,30,2
2950,frankfurter,2015,7,2,3
2263,frankfurter,2015,2,7,5
3186,liver loaf,2015,11,25,2
2655,pork,2015,1,7,2
1491,frankfurter,2015,6,18,3
2069,pork,2015,10,2,4
3012,pork,2015,9,20,6
2681,soda,2015,2,24,1
4144,root vegetables,2015,6,11,3
3919,whipped/sour cream,2015,7,10,4
2777,chocolate,2015,1,6,1
4119,whole milk,2015,9,5,5
3597,pork,2015,6,23,1
2110,coffee,2015,5,15,4
3523,rolls/buns,2015,4,19,6
3364,citrus fruit,2015,9,14,0
3759,citrus fruit,2015,8,9,6
4014,soda,2015,11,15,6
3140,cream cheese ,2015,8,27,3
2787,soda,2015,6,24,2
2525,chicken,2015,11,16,0
2555,frozen fish,2015,5,12,1
2419,sausage,2015,7,4,5
4257,beef,2015,8,21,4
4267,ham,2015,6,16,1
2364,chicken,2015,8,9,6
4008,herbs,2015,4,5,6
1231,grapes,2015,6,28,6
1651,tropical fruit,2015,6,5,4
1371,frankfurter,2015,11,5,3
2501,onions,2015,9,9,2
1467,sausage,2015,2,5,3
1015,citrus fruit,2015,4,5,6
4697,hamburger meat,2015,10,2,4
2727,frankfurter,2015,9,30,2
3592,sausage,2015,10,6,1
1279,root vegetables,2015,7,19,6
1708,oil,2015,2,4,2
2305,canned beer,2015,5,1,4
3294,newspapers,2015,3,7,5
4147,pip fruit,2015,9,16,2
3850,coffee,2015,3,9,0
1624,red/blush wine,2015,12,22,1
3023,onions,2015,6,5,4
2771,frankfurter,2015,8,26,2
1144,meat,2015,1,4,6
3938,whole milk,2015,5,18,0
4180,dessert,2015,7,9,3
1053,hamburger meat,2015,9,7,0
2671,chewing gum,2015,7,27,0
2001,bottled water,2015,9,9,2
2095,beverages,2015,9,29,1
3245,whole milk,2015,8,12,2
4878,citrus fruit,2015,4,18,5
3489,tropical fruit,2015,9,3,3
3300,cat food,2015,7,25,5
3090,whole milk,2015,2,14,5
4441,soda,2015,2,18,2
1242,sausage,2015,5,18,0
1190,root vegetables,2015,11,6,4
1983,berries,2015,6,7,6
1872,other vegetables,2015,8,24,0
4291,sausage,2015,9,12,5
4400,beverages,2015,11,12,3
1628,chicken,2015,5,2,5
1345,whole milk,2015,3,21,5
2732,sausage,2015,2,4,2
3410,ham,2015,10,29,3
1920,whole milk,2015,9,2,2
3241,root vegetables,2015,9,20,6
2962,citrus fruit,2015,4,26,6
2492,frankfurter,2015,10,4,6
2416,ice cream,2015,5,11,0
1538,sausage,2015,8,3,0
3801,root vegetables,2015,10,23,4
3202,ham,2015,9,29,1
4471,coffee,2015,2,28,5
4939,citrus fruit,2015,10,14,2
2575,pot plants,2015,3,13,4
4419,other vegetables,2015,12,23,2
4217,whole milk,2015,1,12,0
1968,zwieback,2015,10,1,3
3084,chicken,2015,12,8,1
4807,butter,2015,6,18,3
4781,ham,2015,11,22,6
2432,whole milk,2015,6,10,2
2951,citrus fruit,2015,5,9,5
1452,ham,2015,9,5,5
1603,canned beer,2015,7,23,3
4727,frankfurter,2015,11,21,5
4751,chicken,2015,11,19,3
4296,frankfurter,2015,1,24,5
2555,bottled beer,2015,11,11,2
1416,other vegetables,2015,6,20,5
1919,frozen potato products,2015,8,18,1
2069,chicken,2015,2,7,5
4509,sausage,2015,7,23,3
4864,canned beer,2015,7,22,2
1575,yogurt,2015,4,1,2
2969,frozen meals,2015,9,28,0
4301,canned fruit,2015,12,20,6
3855,butter,2015,2,12,3
3202,yogurt,2015,4,16,3
2167,citrus fruit,2015,3,14,5
4148,meat,2015,7,1,2
2517,root vegetables,2015,1,28,2
2840,frankfurter,2015,3,24,1
1212,tropical fruit,2015,6,19,4
2735,yogurt,2015,1,6,1
1212,root vegetables,2015,7,31,4
1324,yogurt,2015,3,26,3
2431,oil,2015,6,29,0
4526,citrus fruit,2015,8,6,3
1662,beef,2015,12,6,6
3802,citrus fruit,2015,10,15,3
2532,dessert,2015,8,1,5
1316,curd,2015,3,26,3
2304,bottled water,2015,1,7,2
1955,sausage,2015,2,13,4
2243,herbs,2015,1,31,5
3859,dog food,2015,3,8,6
3156,packaged fruit/vegetables,2015,2,8,6
4605,frankfurter,2015,10,23,4
1864,finished products,2015,9,27,6
4102,oil,2015,5,13,2
4835,curd,2015,5,22,4
1668,herbs,2015,3,14,5
3130,sausage,2015,2,5,3
1110,whole milk,2015,11,20,4
2240,sausage,2015,7,7,1
4647,soda,2015,2,17,1
3872,whole milk,2015,7,2,3
3184,root vegetables,2015,10,24,5
4623,sugar,2015,8,7,4
2111,cream cheese ,2015,2,25,2
3068,other vegetables,2015,6,19,4
4533,frozen fruits,2015,5,21,3
3926,whipped/sour cream,2015,6,30,1
1605,yogurt,2015,6,18,3
4468,pork,2015,6,15,0
2041,grapes,2015,9,24,3
3835,whole milk,2015,11,5,3
3601,sausage,2015,3,2,0
2307,canned beer,2015,6,29,0
1767,meat,2015,4,18,5
4251,soda,2015,12,21,0
1365,bottled beer,2015,2,11,2
1665,whole milk,2015,11,4,2
2447,chicken,2015,6,25,3
4825,pip fruit,2015,5,9,5
4844,pork,2015,2,23,0
3319,oil,2015,3,3,1
2536,whole milk,2015,7,11,5
1857,pip fruit,2015,10,8,3
4133,root vegetables,2015,7,27,0
2128,ham,2015,6,20,5
1793,ice cream,2015,9,24,3
3445,sausage,2015,2,15,6
2041,detergent,2015,7,17,4
1178,oil,2015,3,23,0
2080,tropical fruit,2015,4,21,1
1928,photo/film,2015,9,17,3
2884,UHT-milk,2015,8,5,2
3532,meat,2015,1,25,6
1892,grapes,2015,11,20,4
2880,liver loaf,2015,3,11,2
2033,beef,2015,2,14,5
3176,root vegetables,2015,1,17,5
3768,pork,2015,1,16,4
3404,butter milk,2015,7,12,6
3891,brown bread,2015,11,22,6
2974,herbs,2015,12,26,5
3831,newspapers,2015,7,3,4
1924,brandy,2015,2,3,1
4182,pastry,2015,8,21,4
1811,beverages,2015,5,24,6
1283,UHT-milk,2015,11,13,4
2154,cream cheese ,2015,3,15,6
4543,rolls/buns,2015,10,23,4
4642,rolls/buns,2015,3,12,3
2360,rolls/buns,2015,2,18,2
3231,sausage,2015,3,31,1
1356,hard cheese,2015,8,9,6
4895,canned beer,2015,10,8,3
3390,canned beer,2015,1,12,0
4495,citrus fruit,2015,6,3,2
1202,yogurt,2015,4,22,2
1811,yogurt,2015,9,23,2
4996,salty snack,2015,2,20,4
3291,tropical fruit,2015,2,8,6
1878,citrus fruit,2015,11,27,4
1483,rolls/buns,2015,6,27,5
4683,whipped/sour cream,2015,9,23,2
4386,citrus fruit,2015,8,9,6
4825,butter milk,2015,11,15,6
2549,other vegetables,2015,5,13,2
4965,canned beer,2015,11,10,1
3251,soda,2015,10,9,4
4932,tropical fruit,2015,11,20,4
3986,coffee,2015,7,23,3
1616,ham,2015,1,19,0
1239,whipped/sour cream,2015,2,7,5
4993,citrus fruit,2015,9,2,2
2762,dessert,2015,12,18,4
1035,whole milk,2015,8,9,6
4717,canned beer,2015,5,16,5
4662,rolls/buns,2015,11,17,1
4267,fish,2015,10,10,5
3500,meat,2015,1,18,6
4866,sausage,2015,8,21,4
2492,other vegetables,2015,6,18,3
1044,tropical fruit,2015,9,2,2
2070,baby cosmetics,2015,12,19,5
3761,citrus fruit,2015,6,8,0
1145,tropical fruit,2015,7,10,4
3324,spices,2015,6,6,5
4455,sausage,2015,12,26,5
3465,sausage,2015,7,30,3
3940,beef,2015,1,16,4
4934,canned beer,2015,10,31,5
3793,canned beer,2015,1,22,3
2956,rolls/buns,2015,2,12,3
3662,whole milk,2015,7,20,0
3755,root vegetables,2015,4,14,1
4173,yogurt,2015,11,5,3
3353,onions,2015,6,3,2
2193,hamburger meat,2015,3,9,0
2086,napkins,2015,2,6,4
1570,other vegetables,2015,3,20,4
1233,chicken,2015,7,31,4
4647,meat,2015,1,30,4
3178,rolls/buns,2015,3,1,6
2765,butter,2015,4,9,3
4221,sausage,2015,4,1,2
4265,rolls/buns,2015,12,12,5
3532,other vegetables,2015,5,26,1
1967,frankfurter,2015,3,9,0
3474,newspapers,2015,2,25,2
4075,turkey,2015,5,1,4
1551,onions,2015,11,5,3
4609,whole milk,2015,7,11,5
1975,yogurt,2015,9,26,5
4859,whipped/sour cream,2015,9,9,2
1502,frozen vegetables,2015,10,31,5
1901,citrus fruit,2015,4,21,1
4487,onions,2015,7,20,0
3364,sausage,2015,6,29,0
2537,other vegetables,2015,10,14,2
4719,frankfurter,2015,8,22,5
2348,domestic eggs,2015,11,12,3
4294,rolls/buns,2015,3,12,3
3774,bottled beer,2015,12,1,1
2250,waffles,2015,10,15,3
3034,condensed milk,2015,7,5,6
1799,canned beer,2015,7,8,2
1278,meat,2015,7,11,5
2837,whole milk,2015,4,22,2
3056,liver loaf,2015,8,15,5
2447,frankfurter,2015,10,15,3
1452,chicken,2015,10,27,1
4838,frankfurter,2015,1,31,5
4822,pip fruit,2015,4,7,1
2571,root vegetables,2015,2,5,3
4310,pip fruit,2015,2,27,4
2133,pork,2015,11,7,5
3568,other vegetables,2015,10,17,5
4474,pastry,2015,10,11,6
3354,sausage,2015,1,27,1
2389,processed cheese,2015,4,6,0
1742,napkins,2015,5,7,3
2574,meat,2015,5,18,0
4498,pastry,2015,7,4,5
4612,sausage,2015,4,30,3
1075,pip fruit,2015,1,29,3
1371,frozen vegetables,2015,1,22,3
2960,citrus fruit,2015,6,21,6
4434,other vegetables,2015,2,23,0
1378,frankfurter,2015,12,10,3
1615,sausage,2015,1,25,6
2503,beef,2015,8,2,6
2381,hamburger meat,2015,1,4,6
1613,yogurt,2015,8,25,1
1031,beverages,2015,8,26,2
3200,whole milk,2015,1,4,6
1138,rolls/buns,2015,2,24,1
4958,tropical fruit,2015,5,24,6
4858,citrus fruit,2015,2,15,6
1616,whole milk,2015,8,12,2
1270,citrus fruit,2015,3,2,0
2347,soda,2015,1,27,1
2076,frankfurter,2015,4,12,6
3597,sausage,2015,7,7,1
2151,napkins,2015,9,29,1
2940,yogurt,2015,7,11,5
3475,herbs,2015,12,14,0
2715,sausage,2015,3,15,6
3644,yogurt,2015,2,10,1
4573,pork,2015,1,25,6
1649,curd,2015,11,29,6
4079,frankfurter,2015,8,17,0
1844,frankfurter,2015,11,13,4
1420,curd,2015,8,12,2
2879,liver loaf,2015,7,23,3
2440,pork,2015,8,6,3
4095,specialty bar,2015,12,29,1
2437,ice cream,2015,11,15,6
1324,specialty bar,2015,1,24,5
4184,yogurt,2015,12,15,1
4574,frozen vegetables,2015,3,10,1
4881,rolls/buns,2015,3,26,3
3790,pastry,2015,4,8,2
2616,pork,2015,3,17,1
1275,curd,2015,4,6,0
2131,beef,2015,4,15,2
2509,yogurt,2015,3,2,0
3077,chicken,2015,8,31,0
3653,detergent,2015,12,9,2
2922,pip fruit,2015,12,26,5
2971,coffee,2015,1,27,1
1463,tropical fruit,2015,9,28,0
4323,sauces,2015,11,10,1
2632,pork,2015,1,7,2
1481,yogurt,2015,4,6,0
1283,napkins,2015,6,3,2
1164,other vegetables,2015,1,2,4
4275,chicken,2015,11,9,0
2600,pork,2015,2,18,2
2084,root vegetables,2015,8,15,5
1621,ham,2015,2,20,4
1291,whole milk,2015,6,3,2
3301,soda,2015,4,25,5
2715,rolls/buns,2015,8,1,5
4150,tropical fruit,2015,8,26,2
1775,tropical fruit,2015,11,10,1
2073,sausage,2015,4,2,3
1912,bottled beer,2015,8,22,5
4033,turkey,2015,6,6,5
4877,meat,2015,2,28,5
2590,whole milk,2015,9,28,0
3982,soda,2015,1,28,2
2782,rolls/buns,2015,9,6,6
2100,dessert,2015,1,27,1
1785,sausage,2015,12,21,0
3166,pork,2015,4,28,1
2251,hamburger meat,2015,3,29,6
1528,sausage,2015,2,20,4
2012,rolls/buns,2015,3,29,6
3309,misc. beverages,2015,10,28,2
